1	0.06386216522918807
2	0.05456596530146069
3	0.03710353498657545
4	0.030521970035301313
5	0.020903733972873952
6	0.024684402263826795
7	0.027508026402857568
8	0.020368059890137777
9	0.011474958207044337
10	0.011866833238552013
11	0.010161964740190241
12	0.010891857712219158
13	0.015098927439086966
14	0.017460980038675997
15	0.014587243915432029
16	0.012661427621626191
17	0.010186402230627008
18	0.01241720920532114
19	0.010483788171162208
20	0.014551143006732067
21	0.01359579556932052
22	0.010719320736825466
23	0.009528722200128768
24	0.014737587939533923
25	0.011520976407660378
26	0.012027174700051546
27	0.013016369555973344
28	0.015429346718721919
29	0.012810928022695912
30	0.009956993524812989
31	0.011500934914996227
32	0.010938837736224135
33	0.009835083089354966
34	0.010220511661221584
35	0.010503012842188278
36	0.012712030516316494
37	0.009829285270017054
38	0.01202605509509643
39	0.01027533327538145
40	0.014914912016441425
41	0.01267510580105914
42	0.009463035915460851
43	0.008166116869284047
44	0.010053880978375673
45	0.01174958898789353
46	0.013505145286520323
47	0.015413519978109334
48	0.012653701731728183
49	0.008811694492275516
50	0.012308924251960384
